Gene,Normal Range,Target Value,Abnormality
ENSG00000124535,"(8.446636245360793, 20.89514580879695)",51.4349,Significantly More
ENSG00000175221,"(18.164724639876823, 60.77085703248791)",73.3739,Significantly More
ENSG00000198171,"(21.573432108838016, 64.79548452707974)",170.9066,Significantly More
ENSG00000116521,"(32.47567877632402, 73.8778394093487)",74.5709,Significantly More
ENSG00000134046,"(33.94477538995739, 78.03199602364677)",19.6984,Significantly Less
ENSG00000123575,"(4.146185344659314, 11.681194661555377)",26.5547,Significantly More
ENSG00000130313,"(21.91441383277146, 88.95866396389988)",103.1341,Significantly More
ENSG00000143393,"(46.19383490511449, 86.13987412719959)",27.2427,Significantly Less
ENSG00000137073,"(2.823591438516295, 16.180701707042957)",22.2571,Significantly More
ENSG00000102103,"(19.92617071249163, 60.540116560180365)",108.3675,Significantly More
ENSG00000112576,"(58.0501242768038, 176.19669656594488)",22.1109,Significantly Less
ENSG00000168522,"(20.073098918161328, 92.57793772209408)",14.7763,Significantly Less
ENSG00000179526,"(40.98248591719205, 91.50244547494235)",114.6715,Significantly More
ENSG00000102100,"(11.438383566294057, 57.54093695688584)",93.9098,Significantly More
ENSG00000198015,"(15.466926495443623, 71.98714141177507)",13.1609,Significantly Less
ENSG00000274523,"(15.060436616633925, 44.96843990341597)",62.6914,Significantly More
ENSG00000157992,"(3.4926935535453794, 109.17714175535652)",185.1295,Significantly More
ENSG00000198791,"(38.586718811951684, 105.71706321526942)",20.4881,Significantly Less
ENSG00000256861,"(10.02515699556833, 25.357587068525007)",0.0,Significantly Less
ENSG00000133704,"(71.83341216588684, 151.26693487970724)",26.8107,Significantly Less
ENSG00000080371,"(51.972852504237295, 125.96855484090761)",11.3755,Significantly Less
ENSG00000184203,"(32.756395739828015, 83.64544648763999)",22.5399,Significantly Less
ENSG00000172164,"(0.11791989649438372, 6.6938637060502195)",19.1041,Significantly More
ENSG00000102890,"(2.7453904530324422, 44.30107232231224)",107.9522,Significantly More
ENSG00000184634,"(4.225071669553023, 28.08915326201346)",34.5347,Significantly More
ENSG00000128585,"(24.421939626169078, 86.40050642098704)",6.7446,Significantly Less
ENSG00000150768,"(6.558979089056756, 26.279230695171734)",32.9082,Significantly More
ENSG00000077380,"(35.17131894453251, 96.04323772872584)",26.0579,Significantly Less
ENSG00000133265,"(16.468068996921943, 86.55512184760518)",187.9639,Significantly More
ENSG00000135924,"(46.80971800719185, 103.09215642540876)",23.096,Significantly Less
ENSG00000117399,"(-8.67207038998345, 52.47868375664963)",180.7912,Significantly More
ENSG00000136021,"(57.618459150199826, 178.20107139177873)",25.1177,Significantly Less
ENSG00000070159,"(1.5594714912163283, 13.707680649793193)",19.3957,Significantly More
ENSG00000145337,"(5.143305936626945, 79.72362137110609)",0.0,Significantly Less
ENSG00000160446,"(22.048770184077085, 89.29485236919291)",97.6137,Significantly More
ENSG00000112701,"(18.002648191203228, 50.30644168377041)",10.9591,Significantly Less
ENSG00000116096,"(13.779068168933819, 83.1236398271849)",141.2346,Significantly More
ENSG00000151327,"(37.03342433285137, 138.42835898773927)",15.0942,Significantly Less
ENSG00000051009,"(3.9467997626218043, 37.69500659615241)",42.9019,Significantly More
ENSG00000093000,"(31.94079467008028, 133.24202073292435)",20.6645,Significantly Less
ENSG00000256100,"(51.44173963815845, 227.24542444796734)",0.0,Significantly Less
ENSG00000111670,"(27.7533648910931, 218.41013751137135)",20.9756,Significantly Less
ENSG00000035141,"(11.056342289202709, 43.04041639177854)",65.3106,Significantly More
ENSG00000136819,"(42.1595808141157, 90.88190149048073)",27.2876,Significantly Less
ENSG00000171222,"(6.660318610291206, 53.227793846435496)",197.2698,Significantly More
ENSG00000239900,"(2.932729635802417, 42.224195895935324)",2.5068,Significantly Less
ENSG00000067955,"(2.911961880836124, 16.693836142726504)",29.7475,Significantly More
ENSG00000031823,"(36.70114271667409, 142.80352102277917)",23.1233,Significantly Less
ENSG00000170545,"(9.727040864867213, 108.17437247252627)",121.2135,Significantly More
ENSG00000145819,"(17.141004010816665, 140.2983973939818)",8.2762,Significantly Less
ENSG00000054148,"(25.117122760910192, 145.24463649084288)",189.4621,Significantly More
ENSG00000254873,"(30.53890343944196, 65.71006965582907)",0.2518,Significantly Less
ENSG00000120437,"(0.47836890795242226, 69.27801536400136)",87.9689,Significantly More
ENSG00000119514,"(23.76928721701313, 317.78524762835195)",9.38,Significantly Less
ENSG00000151502,"(40.923368732490005, 100.3681728431343)",27.262,Significantly Less
ENSG00000188938,"(30.55320586637978, 68.34179034197821)",10.4471,Significantly Less
ENSG00000152642,"(78.72674698107545, 315.2723274247392)",32.8966,Significantly Less
ENSG00000144029,"(8.194498613538077, 18.889323906332855)",22.1167,Significantly More
ENSG00000102178,"(27.661707386058907, 90.81259714590824)",106.7814,Significantly More
ENSG00000071859,"(30.50964217160716, 63.76483799068995)",174.7292,Significantly More
ENSG00000181090,"(30.260229622339793, 111.50373657676916)",9.0701,Significantly Less
ENSG00000170142,"(20.550961803142428, 117.94110021294836)",15.4982,Significantly Less
ENSG00000132792,"(12.030523696561044, 31.341291519815787)",48.5529,Significantly More
ENSG00000079950,"(36.91748004914454, 105.47553831027423)",7.3225,Significantly Less
ENSG00000117859,"(40.38183326069591, 85.39474651609919)",13.4268,Significantly Less
ENSG00000124789,"(2.960155495378988, 11.157783262875213)",23.1255,Significantly More
ENSG00000144485,"(3.3080799705618347, 40.298670798237836)",197.5754,Significantly More
ENSG00000149600,"(6.118859581793096, 51.50761237411452)",62.4059,Significantly More
ENSG00000158545,"(28.932650749694233, 96.05331798022655)",21.8324,Significantly Less
ENSG00000141349,"(13.057348947054148, 33.89596029910942)",69.7589,Significantly More
ENSG00000107159,"(-3.41349278707613, 6.0450339630941805)",97.9666,Significantly More
ENSG00000058804,"(1.3344410248990375, 23.731633255604095)",43.3397,Significantly More
ENSG00000169174,"(-7.8567936937947, 13.057171053475592)",117.2504,Significantly More
ENSG00000167114,"(2.2091930934914004, 69.38045628588665)",86.041,Significantly More
ENSG00000170312,"(-3.37558568355737, 25.25424741049227)",47.0149,Significantly More
ENSG00000213246,"(26.20519667037425, 109.51048347826551)",1.5952,Significantly Less
ENSG00000140750,"(41.32826728936392, 146.19074750261274)",18.9214,Significantly Less
ENSG00000129636,"(37.986310346741746, 80.22096486736768)",12.8503,Significantly Less
ENSG00000148840,"(-5.137345321905833, 42.51342695031744)",42.848,Significantly More
ENSG00000100461,"(76.54648709910896, 148.58809595641992)",12.8149,Significantly Less
ENSG00000136877,"(12.643658790317339, 60.839920403745516)",61.6255,Significantly More
ENSG00000262406,"(-37.11046394456332, 55.729161941836225)",113.4324,Significantly More
ENSG00000223501,"(40.48269761525279, 88.78838185176542)",23.5867,Significantly Less
ENSG00000173418,"(4.974939729540317, 54.497592201479755)",93.8195,Significantly More
ENSG00000173141,"(3.8295163592996264, 25.652681595049856)",84.9933,Significantly More
ENSG00000065883,"(8.1413229997016, 24.10992439789925)",5.309,Significantly Less
ENSG00000114030,"(14.929586539467248, 49.674937328888376)",11.1401,Significantly Less
ENSG00000111817,"(7.265615730113311, 41.52329138591931)",0.6597,Significantly Less
ENSG00000100614,"(30.15205467700386, 83.81277210418092)",10.4828,Significantly Less
ENSG00000258465,"(11.154220032547439, 38.896014519565824)",0.0,Significantly Less
ENSG00000243646,"(10.458813839462508, 93.62039508160333)",0.6328,Significantly Less
ENSG00000164944,"(35.02279906314049, 97.5161990369835)",14.4941,Significantly Less
ENSG00000076826,"(1.3501837916181572, 34.18112077149714)",63.8914,Significantly More
ENSG00000238227,"(16.163623810753474, 42.126179291804405)",51.5317,Significantly More
ENSG00000173457,"(8.988802943395008, 52.227150299170034)",137.3814,Significantly More
ENSG00000196199,"(28.813205162883342, 98.97807274346872)",23.0926,Significantly Less
ENSG00000111011,"(22.944806934564895, 77.93698172382304)",17.1519,Significantly Less
ENSG00000266953,"(24.820470596447084, 86.1122285429549)",0.0,Significantly Less
ENSG00000122692,"(4.228872731548453, 8.51705034673539)",22.5613,Significantly More
ENSG00000068366,"(-0.8579448606995612, 12.109728720121105)",37.0073,Significantly More
ENSG00000082212,"(12.333604938022816, 56.652751580000256)",8.212,Significantly Less
ENSG00000119402,"(2.6913986654740363, 9.008191152516671)",13.5936,Significantly More
ENSG00000142875,"(23.358435556628393, 134.2150627762468)",11.782,Significantly Less
ENSG00000087266,"(19.98591318780496, 95.58278231732226)",18.5753,Significantly Less
ENSG00000131263,"(1.5496235508090606, 6.124622235719)",22.8666,Significantly More
ENSG00000152484,"(36.310274581453854, 110.8602957688652)",21.3873,Significantly Less
ENSG00000101363,"(-0.6580960715553132, 58.348958136273836)",108.1396,Significantly More
ENSG00000122126,"(6.849691157059127, 18.204626959283953)",39.3231,Significantly More
ENSG00000105983,"(25.540788174638433, 65.84909531084034)",9.2197,Significantly Less
ENSG00000125952,"(28.14377399429965, 124.37714327892631)",23.2974,Significantly Less
ENSG00000075239,"(35.51884336584045, 148.00769962270147)",35.1374,Significantly Less
ENSG00000128463,"(28.798737647094825, 112.83949500176455)",24.4518,Significantly Less
ENSG00000153107,"(5.890535061713772, 33.154535356777174)",5.3361,Significantly Less
ENSG00000070047,"(3.6198868156824275, 14.426236475544783)",40.7811,Significantly More
ENSG00000111707,"(38.88448588094427, 118.71705203615169)",32.8453,Significantly Less
ENSG00000136111,"(0.39924351796771074, 15.733535626812415)",21.1143,Significantly More
ENSG00000162819,"(36.54239675484439, 93.48309665843797)",24.519,Significantly Less
ENSG00000105618,"(23.840486468233003, 63.4353564848252)",85.8912,Significantly More
ENSG00000163882,"(16.396170782712197, 73.33258101269519)",90.2755,Significantly More
ENSG00000110514,"(4.160335481515695, 16.58368559857453)",22.3976,Significantly More
ENSG00000048707,"(12.347441857322679, 107.43074798411284)",6.4529,Significantly Less
ENSG00000100325,"(68.62649408035298, 171.05997195058794)",40.6445,Significantly Less
ENSG00000259972,"(27.989169213865047, 84.6699330294918)",3.1979,Significantly Less
ENSG00000242259,"(8.057286441104107, 29.92180514654559)",7.3009,Significantly Less
ENSG00000245748,"(7.409611446938052, 17.5831896261329)",0.0701,Significantly Less
ENSG00000184983,"(13.495046822868112, 121.33976250807152)",144.9143,Significantly More
ENSG00000204673,"(14.038208816291098, 36.41281274458254)",60.5667,Significantly More
ENSG00000099246,"(38.78917035451395, 121.92244922967257)",19.1551,Significantly Less
ENSG00000145191,"(9.174006819716364, 24.148379931851363)",29.6973,Significantly More
ENSG00000007171,"(-49.179526534723934, 78.8129452136349)",107.5343,Significantly More
ENSG00000112033,"(-4.944227711367542, 58.5802630110537)",75.6609,Significantly More
ENSG00000142188,"(27.3240120015341, 159.77577914957075)",24.2791,Significantly Less
ENSG00000108433,"(13.46746462970138, 35.85236583654105)",7.6391,Significantly Less
ENSG00000072062,"(27.89328057084719, 67.39766665626692)",21.7655,Significantly Less
ENSG00000170525,"(-4.039028685256728, 36.40687549952486)",59.8894,Significantly More
ENSG00000019144,"(10.594844477921214, 77.53545195009403)",5.7411,Significantly Less
ENSG00000160208,"(2.175838850447894, 9.614073765249001)",42.445,Significantly More
ENSG00000143653,"(9.040452403642032, 33.9280788853753)",57.7358,Significantly More
ENSG00000139746,"(2.8297724477935438, 12.842751458872861)",13.359,Significantly More
ENSG00000163584,"(-3.2582261730514688, 47.28783877381858)",75.9981,Significantly More
ENSG00000125834,"(4.77454688585344, 15.761479485489435)",41.6378,Significantly More
ENSG00000125870,"(4.33159139058143, 33.02820891780151)",81.2691,Significantly More
ENSG00000151693,"(11.930060834178292, 46.72826744978247)",6.8965,Significantly Less
ENSG00000135596,"(0.9399916026758977, 27.43582248618744)",33.8469,Significantly More
ENSG00000271980,"(4.1973027642941485, 17.96747905681788)",0.1773,Significantly Less
ENSG00000112379,"(-0.5035368855331852, 4.40943084293897)",10.8857,Significantly More
ENSG00000102081,"(5.775967252052881, 12.768820713592168)",22.3484,Significantly More
ENSG00000101146,"(7.128522074417797, 21.43153803584366)",30.5929,Significantly More
ENSG00000116898,"(-1.801109836915149, 62.596214706914594)",87.7732,Significantly More
ENSG00000162735,"(39.54506606235192, 144.6589355749469)",21.1977,Significantly Less
ENSG00000089022,"(18.337889102188583, 63.67582328415111)",14.57,Significantly Less
ENSG00000111596,"(52.164484375284424, 96.30738820958092)",12.0835,Significantly Less
ENSG00000125656,"(25.35735458068175, 78.44287823721206)",86.6228,Significantly More
ENSG00000131626,"(37.50640968252476, 89.09737496021161)",9.8962,Significantly Less
ENSG00000163605,"(32.78384840142996, 80.19336274696846)",23.3791,Significantly Less
ENSG00000198730,"(36.05851130072375, 100.6514579085094)",19.0981,Significantly Less
ENSG00000100985,"(-19.36294226181179, 36.54294514340298)",49.2379,Significantly More
ENSG00000115084,"(30.091076710748766, 132.2088222564028)",21.0402,Significantly Less
ENSG00000139697,"(1.8479733093968946, 5.274927021213431)",21.7152,Significantly More
ENSG00000092068,"(-2.2687461033571736, 42.80317935667749)",45.5939,Significantly More
ENSG00000053254,"(28.611532931541745, 349.4454596613158)",7.3522,Significantly Less
ENSG00000169957,"(12.142188826993177, 45.784077652048)",84.9501,Significantly More
ENSG00000103415,"(19.7523905718645, 48.28880162351943)",53.4778,Significantly More
ENSG00000064763,"(9.624453848163895, 43.67982687865995)",48.921,Significantly More
ENSG00000103037,"(20.91621284801599, 61.35430718321112)",7.1487,Significantly Less
ENSG00000163374,"(14.331505728866146, 29.638964037620724)",13.3535,Significantly Less
ENSG00000001497,"(3.414615044921921, 11.437486354725355)",21.9726,Significantly More
ENSG00000129657,"(15.310662600007163, 150.26258492604336)",9.2579,Significantly Less
ENSG00000260916,"(49.908381835250474, 143.336536881147)",2.6239,Significantly Less
ENSG00000279861,"(22.025771559436883, 41.907538320556014)",1.8423,Significantly Less
ENSG00000091164,"(29.170420007801944, 89.91044911423302)",9.5009,Significantly Less
ENSG00000143294,"(40.7152861406515, 74.99692717408273)",38.4736,Significantly Less
ENSG00000139083,"(39.69268460571898, 115.0472726822289)",30.0659,Significantly Less
ENSG00000164144,"(52.971422190042276, 155.96733542630807)",27.1549,Significantly Less
ENSG00000108244,"(-0.504209672860461, 1.44234645690348)",29.1133,Significantly More
ENSG00000096401,"(3.477160856856371, 9.408388538195165)",19.5891,Significantly More
ENSG00000131043,"(6.147877458380501, 21.58531533146534)",48.1748,Significantly More
ENSG00000100335,"(47.893378641544466, 108.58405506588673)",23.046,Significantly Less
ENSG00000099977,"(33.02678354733621, 157.59996767634618)",0.0,Significantly Less
ENSG00000178802,"(47.6712216839091, 124.9182085152114)",16.816,Significantly Less
ENSG00000163950,"(7.645251415370813, 38.39763673806468)",88.8158,Significantly More
ENSG00000165209,"(27.067390461947365, 87.33391556458959)",17.5602,Significantly Less
ENSG00000185722,"(12.322882695251423, 52.45681178832447)",9.0613,Significantly Less
ENSG00000197785,"(0.8082342030124892, 23.007612926942738)",76.0946,Significantly More
ENSG00000136143,"(22.400784567352733, 76.2553124503748)",9.5755,Significantly Less
ENSG00000162073,"(-0.6073757246487643, 14.392189488539632)",17.1652,Significantly More
ENSG00000170242,"(15.032492165922527, 88.89144735504473)",6.4816,Significantly Less
ENSG00000166887,"(50.896811520801556, 149.72948752576698)",21.6772,Significantly Less
ENSG00000137815,"(54.78938979895439, 168.67780412804723)",26.2305,Significantly Less
